31
  2.5  0.039
  2.75  0.107
  3.  0.099
  3.25  0.064
  3.5  0.03
  3.75  0.006
  4. -0.006
  4.25 -0.013138909
  4.5 -0.017
  4.75 -0.0174734935
  5. -0.016
  5.25 -0.0140921169
  5.5 -0.012
  5.75 -0.00969756819
  6. -0.00731623377
  6.25 -0.00502678247
  6.5 -0.003
  6.75 -0.00162543011
  7. -0.000880674343
  7.25 -0.000477158197
  7.5 -0.000258529099
  7.75 -0.00014007366
  8. -7.58933148E-05
  8.25 -4.11197596E-05
  8.5 -2.22790984E-05
  8.75 -1.20710391E-05
  9. -6.54021011E-06
  9.25 -3.54355147E-06
  9.5 -1.91993175E-06
  9.75 -1.04023829E-06
  10. -5.63611543E-07
